subscriber_id,signup_date,country,region,age,gender,plan_type,monthly_price_usd,household_size,primary_device,payment_method,tenure_months,is_active,churn_date
SUB105994,2021-09-20,Japan,East Asia,30,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,57,False,2025-12-24
SUB105995,2025-04-02,United Kingdom,Europe,47,Female,Standard,15.49,1,Smart TV,Credit Card,14,True,2026-05-30
SUB105996,2022-12-10,Japan,East Asia,54,Male,Premium,22.99,3,Smart TV,Credit Card,42,True,2026-05-30
SUB105997,2021-11-02,Germany,Europe,53,Female,Premium,22.99,1,Streaming Stick,Credit Card,55,True,2026-05-30
SUB105998,2018-10-20,Italy,Europe,33,Male,Basic with Ads,6.99,1,Mobile,Debit Card,92,True,2026-05-30
SUB105999,2017-09-10,Germany,Europe,23,Male,Basic with Ads,6.99,1,Laptop,Credit Card,106,False,2023-10-30
SUB106000,2024-09-28,United Kingdom,Europe,26,Male,Standard,15.49,2,Smart TV,Debit Card,20,True,2026-05-30
SUB106001,2021-08-18,United States,North America,15,Male,Standard,15.49,2,Smart TV,Credit Card,58,False,2021-11-06
SUB106002,2025-04-06,Japan,East Asia,44,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,14,False,2026-05-11
SUB106003,2016-12-25,United States,North America,45,Male,Premium,22.99,4,Smart TV,Credit Card,114,True,2026-05-30
SUB106004,2026-01-18,United States,North America,37,Female,Standard,15.49,2,Smart TV,Debit Card,4,True,2026-05-30
SUB106005,2022-08-08,South Korea,East Asia,18,Male,Standard,15.49,2,Smart TV,PayPal,46,False,2025-05-03
SUB106006,2022-01-22,Mexico,Latin America,31,Non-binary,Premium,22.99,2,Mobile,Credit Card,53,True,2026-05-30
SUB106007,2024-02-28,Italy,Europe,53,Male,Standard,15.49,2,Mobile,Credit Card,27,True,2026-05-30
SUB106008,2022-09-08,Germany,Europe,43,Female,Premium,22.99,2,Mobile,Credit Card,45,True,2026-05-30
SUB106009,2026-05-31,Italy,Europe,46,Male,Premium,22.99,3,Laptop,Credit Card,1,False,2026-06-30
SUB106010,2023-01-21,France,Europe,79,Male,Premium,22.99,4,Smart TV,Gift Card,40,True,2026-05-30
SUB106011,2024-11-01,Spain,Europe,40,Female,Basic with Ads,6.99,1,Mobile,Mobile Wallet,19,True,2026-05-30
SUB106012,2021-09-29,United States,North America,13,Male,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,56,True,2026-05-30
SUB106013,2024-09-17,Brazil,Latin America,21,Female,Premium,22.99,1,Laptop,Debit Card,20,False,2026-02-14
SUB106014,2024-08-06,United States,North America,39,Male,Basic with Ads,6.99,1,Tablet,Debit Card,22,False,2026-05-22
SUB106015,2024-12-09,United States,North America,36,Female,Standard,15.49,2,Game Console,Credit Card,17,True,2026-05-30
SUB106016,2023-03-04,United States,North America,33,Female,Premium,22.99,2,Smart TV,PayPal,39,True,2026-05-30
SUB106017,2021-04-29,Canada,North America,33,Male,Basic with Ads,6.99,1,Smart TV,Carrier Billing,61,False,2026-05-26
SUB106018,2018-11-27,France,Europe,25,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,91,True,2026-05-30
SUB106019,2025-12-21,Argentina,Latin America,40,Female,Standard,15.49,2,Mobile,Credit Card,5,True,2026-05-30
SUB106020,2021-09-27,Thailand,Southeast Asia,54,Female,Premium,22.99,4,Game Console,Debit Card,56,False,2026-04-15
SUB106021,2020-03-09,Turkey,Middle East,58,Male,Standard,15.49,1,Game Console,Credit Card,75,True,2026-05-30
SUB106022,2019-05-01,United States,North America,58,Non-binary,Premium,22.99,2,Mobile,Carrier Billing,86,True,2026-05-30
SUB106023,2021-10-17,Turkey,Middle East,23,Male,Premium,22.99,3,Mobile,PayPal,56,False,2025-02-19
SUB106024,2019-01-15,Canada,North America,35,Male,Standard,15.49,2,Game Console,Debit Card,89,False,2025-03-05
SUB106025,2019-08-24,Italy,Europe,31,Female,Basic with Ads,6.99,1,Mobile,PayPal,82,False,2026-05-24
SUB106026,2024-01-31,United States,North America,43,Female,Standard,15.49,2,Mobile,Credit Card,28,True,2026-05-30
SUB106027,2020-09-24,United States,North America,34,Male,Standard,15.49,2,Smart TV,PayPal,69,True,2026-05-30
SUB106028,2026-04-28,Australia,Oceania,33,Female,Basic with Ads,6.99,1,Mobile,Credit Card,1,True,2026-05-30
SUB106029,2024-01-14,United States,North America,54,Female,Standard,15.49,1,Smart TV,Gift Card,28,True,2026-05-30
SUB106030,2024-04-21,India,South Asia,37,Female,Standard,15.49,1,Smart TV,Credit Card,25,True,2026-05-30
SUB106031,2021-04-25,United Kingdom,Europe,37,Male,Premium,22.99,1,Smart TV,Debit Card,62,True,2026-05-30
SUB106032,2020-05-03,United States,North America,41,Female,Premium,22.99,4,Mobile,Debit Card,74,True,2026-05-30
SUB106033,2023-12-01,United States,North America,44,Male,Premium,22.99,1,Mobile,Credit Card,30,False,2024-09-15
SUB106034,2025-07-30,Egypt,Middle East,44,Male,Basic with Ads,6.99,1,Tablet,Credit Card,10,True,2026-05-30
SUB106035,2024-11-22,Italy,Europe,56,Female,Standard,15.49,2,Laptop,Debit Card,18,True,2026-05-30
SUB106036,2022-04-16,Nigeria,Africa,19,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,50,False,2023-05-26
SUB106037,2022-08-07,India,South Asia,40,Male,Standard,15.49,2,Mobile,Credit Card,46,True,2026-05-30
SUB106038,2018-10-02,United States,North America,34,Female,Standard,15.49,1,Mobile,Credit Card,93,True,2026-05-30
SUB106039,2024-10-20,United Kingdom,Europe,32,Female,Standard,15.49,1,Tablet,Credit Card,19,True,2026-05-30
SUB106040,2023-02-28,United Kingdom,Europe,45,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,39,False,2025-12-08
SUB106041,2025-07-17,United States,North America,52,Male,Premium,22.99,4,Mobile,Credit Card,10,True,2026-05-30
SUB106042,2020-09-12,France,Europe,28,Female,Basic with Ads,6.99,1,Smart TV,Gift Card,69,False,2023-09-18
SUB106043,2024-03-13,Egypt,Middle East,57,Non-binary,Premium,22.99,2,Mobile,Credit Card,27,True,2026-05-30
SUB106044,2026-02-13,South Korea,East Asia,17,Female,Standard,15.49,2,Smart TV,Mobile Wallet,3,True,2026-05-30
SUB106045,2017-06-17,United Kingdom,Europe,43,Undisclosed,Standard,15.49,1,Smart TV,PayPal,109,True,2026-05-30
SUB106046,2022-11-27,United Kingdom,Europe,24,Male,Basic with Ads,6.99,1,Smart TV,Carrier Billing,42,True,2026-05-30
SUB106047,2019-06-23,United States,North America,27,Male,Premium,22.99,4,Laptop,Mobile Wallet,84,True,2026-05-30
SUB106048,2025-02-18,India,South Asia,36,Male,Standard,15.49,2,Laptop,Gift Card,15,True,2026-05-30
SUB106049,2020-02-18,South Korea,East Asia,30,Female,Standard,15.49,2,Mobile,PayPal,76,True,2026-05-30
SUB106050,2024-08-04,United Kingdom,Europe,13,Male,Premium,22.99,3,Smart TV,PayPal,22,True,2026-05-30
SUB106051,2024-08-02,Japan,East Asia,43,Male,Basic with Ads,6.99,1,Mobile,Credit Card,22,True,2026-05-30
SUB106052,2025-03-07,Canada,North America,46,Male,Standard,15.49,2,Smart TV,Carrier Billing,15,True,2026-05-30
SUB106053,2023-04-10,United States,North America,33,Male,Premium,22.99,1,Smart TV,Credit Card,38,True,2026-05-30
SUB106054,2017-06-07,United States,North America,32,Female,Standard,15.49,1,Mobile,PayPal,109,False,2018-12-23
SUB106055,2017-03-08,United States,North America,31,Non-binary,Premium,22.99,2,Smart TV,Credit Card,112,False,2025-11-26
SUB106056,2025-09-19,United States,North America,13,Male,Standard,15.49,2,Mobile,Credit Card,8,True,2026-05-30
SUB106057,2025-10-26,Japan,East Asia,13,Male,Premium,22.99,3,Tablet,PayPal,7,True,2026-05-30
SUB106058,2025-07-22,Germany,Europe,46,Male,Premium,22.99,2,Game Console,Debit Card,10,False,2026-04-18
SUB106059,2023-10-02,Turkey,Middle East,49,Male,Premium,22.99,2,Tablet,PayPal,32,True,2026-05-30
SUB106060,2025-04-24,Brazil,Latin America,43,Male,Standard,15.49,1,Mobile,Gift Card,13,True,2026-05-30
SUB106061,2020-01-08,United Kingdom,Europe,40,Male,Standard,15.49,1,Smart TV,Credit Card,77,False,2022-06-14
SUB106062,2020-08-16,United States,North America,46,Male,Premium,22.99,1,Mobile,Mobile Wallet,70,True,2026-05-30
SUB106063,2021-09-19,United Kingdom,Europe,45,Female,Standard,15.49,1,Mobile,Credit Card,57,True,2026-05-30
SUB106064,2024-10-12,India,South Asia,25,Male,Premium,22.99,2,Mobile,Mobile Wallet,19,True,2026-05-30
SUB106065,2023-03-09,Italy,Europe,38,Female,Premium,22.99,4,Smart TV,PayPal,39,True,2026-05-30
SUB106066,2025-01-22,South Korea,East Asia,32,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,16,True,2026-05-30
SUB106067,2022-01-21,United States,North America,32,Male,Standard,15.49,2,Tablet,Debit Card,53,False,2022-06-18
SUB106068,2025-01-11,India,South Asia,50,Male,Premium,22.99,4,Streaming Stick,Credit Card,16,True,2026-05-30
SUB106069,2024-07-19,United States,North America,56,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,22,True,2026-05-30
SUB106070,2025-10-10,Australia,Oceania,13,Male,Basic with Ads,6.99,1,Laptop,Credit Card,7,True,2026-05-30
SUB106071,2022-01-13,United States,North America,32,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,53,True,2026-05-30
SUB106072,2024-05-19,United States,North America,32,Male,Premium,22.99,4,Smart TV,PayPal,24,True,2026-05-30
SUB106073,2025-10-28,United States,North America,51,Female,Standard,15.49,2,Smart TV,Mobile Wallet,7,True,2026-05-30
SUB106074,2025-06-21,Germany,Europe,17,Female,Basic with Ads,6.99,1,Tablet,PayPal,11,False,2025-11-10
SUB106075,2018-08-13,South Korea,East Asia,13,Female,Basic with Ads,6.99,1,Mobile,Carrier Billing,94,True,2026-05-30
SUB106076,2025-05-21,Brazil,Latin America,46,Female,Standard,15.49,2,Laptop,Credit Card,12,True,2026-05-30
SUB106077,2025-10-08,India,South Asia,48,Male,Standard,15.49,1,Game Console,PayPal,7,True,2026-05-30
SUB106078,2021-09-01,United States,North America,13,Male,Basic with Ads,6.99,1,Mobile,Credit Card,57,True,2026-05-30
SUB106079,2023-05-02,Italy,Europe,34,Male,Standard,15.49,1,Smart TV,Credit Card,37,True,2026-05-30
SUB106080,2021-12-29,United States,North America,55,Male,Standard,15.49,2,Laptop,Debit Card,53,True,2026-05-30
SUB106081,2024-10-04,United States,North America,21,Female,Standard,15.49,1,Smart TV,Debit Card,20,True,2026-05-30
SUB106082,2025-12-29,Japan,East Asia,37,Male,Standard,15.49,2,Mobile,Mobile Wallet,5,True,2026-05-30
SUB106083,2022-05-22,United States,North America,42,Male,Premium,22.99,1,Tablet,Debit Card,49,True,2026-05-30
SUB106084,2023-05-20,United States,North America,17,Female,Standard,15.49,2,Tablet,Credit Card,36,True,2026-05-30
SUB106085,2019-07-07,Germany,Europe,28,Male,Basic with Ads,6.99,1,Mobile,Debit Card,84,True,2026-05-30
SUB106086,2022-11-07,South Korea,East Asia,14,Female,Standard,15.49,2,Mobile,Credit Card,43,True,2026-05-30
SUB106087,2021-05-14,United States,North America,33,Female,Premium,22.99,1,Tablet,Mobile Wallet,61,True,2026-05-30
SUB106088,2022-09-14,India,South Asia,25,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,45,True,2026-05-30
SUB106089,2024-10-04,Spain,Europe,38,Male,Premium,22.99,4,Mobile,Credit Card,20,True,2026-05-30
SUB106090,2025-03-09,United States,North America,44,Female,Standard,15.49,2,Smart TV,Debit Card,14,True,2026-05-30
SUB106091,2018-12-21,United States,North America,54,Female,Standard,15.49,2,Smart TV,Debit Card,90,True,2026-05-30
SUB106092,2025-08-08,Brazil,Latin America,66,Male,Standard,15.49,2,Smart TV,PayPal,9,True,2026-05-30
SUB106093,2019-01-19,Brazil,Latin America,38,Male,Premium,22.99,1,Mobile,PayPal,89,True,2026-05-30
SUB106094,2023-12-30,Thailand,Southeast Asia,31,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,29,False,2024-09-20
SUB106095,2025-04-10,India,South Asia,31,Female,Premium,22.99,4,Laptop,Debit Card,13,False,2026-02-27
SUB106096,2023-08-17,United States,North America,23,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,33,True,2026-05-30
SUB106097,2025-07-06,Japan,East Asia,41,Female,Basic with Ads,6.99,1,Tablet,PayPal,11,True,2026-05-30
SUB106098,2021-03-20,Brazil,Latin America,29,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,63,True,2026-05-30
SUB106099,2025-06-24,United States,North America,42,Male,Premium,22.99,2,Laptop,Credit Card,11,True,2026-05-30
SUB106100,2022-09-27,Japan,East Asia,23,Female,Premium,22.99,4,Streaming Stick,Credit Card,44,True,2026-05-30
SUB106101,2023-11-29,United States,North America,29,Male,Standard,15.49,1,Game Console,Mobile Wallet,30,True,2026-05-30
SUB106102,2025-06-20,Canada,North America,41,Male,Basic with Ads,6.99,1,Game Console,Carrier Billing,11,False,2025-10-15
SUB106103,2021-05-27,Canada,North America,34,Male,Premium,22.99,4,Smart TV,Mobile Wallet,61,True,2026-05-30
SUB106104,2024-09-21,United Kingdom,Europe,13,Male,Basic with Ads,6.99,1,Mobile,Debit Card,20,False,2025-05-28
SUB106105,2020-11-19,Thailand,Southeast Asia,35,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,67,True,2026-05-30
SUB106106,2023-08-07,Sweden,Europe,25,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,34,True,2026-05-30
SUB106107,2022-02-23,United States,North America,51,Male,Basic with Ads,6.99,1,Tablet,Debit Card,51,False,2022-11-27
SUB106108,2021-06-03,India,South Asia,48,Male,Premium,22.99,3,Laptop,Debit Card,60,True,2026-05-30
SUB106109,2025-12-26,Brazil,Latin America,13,Male,Standard,15.49,2,Smart TV,Mobile Wallet,5,False,2026-04-13
SUB106110,2022-04-03,United States,North America,46,Male,Standard,15.49,2,Smart TV,Credit Card,50,True,2026-05-30
SUB106111,2021-04-06,United Kingdom,Europe,41,Female,Premium,22.99,2,Streaming Stick,Credit Card,62,True,2026-05-30
SUB106112,2019-01-02,India,South Asia,16,Male,Premium,22.99,1,Smart TV,Credit Card,90,True,2026-05-30
SUB106113,2025-09-09,Indonesia,Southeast Asia,47,Female,Basic with Ads,6.99,1,Mobile,Debit Card,8,True,2026-05-30
SUB106114,2024-04-04,United Kingdom,Europe,19,Non-binary,Basic with Ads,6.99,1,Smart TV,Debit Card,26,False,2025-09-03
SUB106115,2024-03-29,France,Europe,50,Male,Basic with Ads,6.99,1,Laptop,Gift Card,26,True,2026-05-30
SUB106116,2017-10-28,United Kingdom,Europe,27,Female,Standard,15.49,2,Game Console,Credit Card,104,True,2026-05-30
SUB106117,2019-02-01,United States,North America,16,Female,Basic with Ads,6.99,1,Tablet,Mobile Wallet,89,True,2026-05-30
SUB106118,2025-07-14,Italy,Europe,63,Male,Standard,15.49,2,Tablet,Credit Card,10,False,2026-02-10
SUB106119,2020-11-28,United States,North America,15,Female,Basic with Ads,6.99,1,Streaming Stick,Debit Card,67,True,2026-05-30
SUB106120,2019-07-21,United States,North America,25,Male,Premium,22.99,1,Tablet,Debit Card,83,True,2026-05-30
SUB106121,2019-01-07,India,South Asia,28,Female,Standard,15.49,2,Mobile,Credit Card,90,False,2024-01-13
SUB106122,2023-01-13,Mexico,Latin America,30,Male,Standard,15.49,2,Smart TV,Carrier Billing,41,True,2026-05-30
SUB106123,2020-10-26,India,South Asia,45,Female,Standard,15.49,2,Smart TV,PayPal,68,True,2026-05-30
SUB106124,2024-01-28,United States,North America,36,Male,Premium,22.99,3,Smart TV,Debit Card,28,True,2026-05-30
SUB106125,2025-03-16,India,South Asia,49,Male,Standard,15.49,2,Laptop,Credit Card,14,True,2026-05-30
SUB106126,2025-11-21,United States,North America,40,Male,Standard,15.49,2,Smart TV,Mobile Wallet,6,False,2026-05-01
SUB106127,2022-09-11,United States,North America,14,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,45,True,2026-05-30
SUB106128,2021-01-07,Japan,East Asia,43,Male,Basic with Ads,6.99,1,Mobile,Credit Card,65,False,2025-12-26
SUB106129,2023-06-10,United States,North America,39,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,36,True,2026-05-30
SUB106130,2023-03-12,India,South Asia,27,Female,Basic with Ads,6.99,1,Game Console,Mobile Wallet,39,True,2026-05-30
SUB106131,2026-01-05,Brazil,Latin America,62,Female,Standard,15.49,2,Tablet,Debit Card,4,True,2026-05-30
SUB106132,2025-03-06,Spain,Europe,43,Male,Premium,22.99,3,Mobile,PayPal,15,False,2025-09-08
SUB106133,2020-03-22,India,South Asia,48,Female,Standard,15.49,1,Game Console,Credit Card,75,True,2026-05-30
SUB106134,2025-06-22,India,South Asia,48,Male,Premium,22.99,2,Mobile,Carrier Billing,11,False,2025-07-28
SUB106135,2020-09-27,United States,North America,30,Female,Standard,15.49,2,Mobile,Credit Card,69,True,2026-05-30
SUB106136,2024-08-18,Indonesia,Southeast Asia,44,Female,Standard,15.49,1,Tablet,Mobile Wallet,21,False,2025-03-16
SUB106137,2023-12-14,United States,North America,40,Male,Standard,15.49,1,Streaming Stick,Debit Card,30,False,2025-03-08
SUB106138,2024-01-29,United States,North America,28,Male,Basic with Ads,6.99,1,Laptop,Gift Card,28,False,2026-02-08
SUB106139,2019-10-08,United Kingdom,Europe,20,Female,Standard,15.49,1,Laptop,Debit Card,80,True,2026-05-30
SUB106140,2022-06-09,United States,North America,36,Male,Premium,22.99,1,Tablet,Credit Card,48,True,2026-05-30
SUB106141,2023-05-07,United States,North America,43,Male,Basic with Ads,6.99,1,Mobile,Debit Card,37,True,2026-05-30
SUB106142,2024-10-08,United States,North America,36,Female,Standard,15.49,2,Laptop,PayPal,20,True,2026-05-30
SUB106143,2025-09-01,Brazil,Latin America,33,Male,Standard,15.49,1,Mobile,Credit Card,9,True,2026-05-30
SUB106144,2017-12-02,Brazil,Latin America,36,Male,Premium,22.99,3,Game Console,Gift Card,103,False,2025-01-07
SUB106145,2019-12-05,Mexico,Latin America,32,Female,Basic with Ads,6.99,1,Game Console,Mobile Wallet,79,True,2026-05-30
SUB106146,2022-03-26,France,Europe,56,Male,Standard,15.49,2,Smart TV,Gift Card,50,True,2026-05-30
SUB106147,2019-10-11,India,South Asia,39,Male,Basic with Ads,6.99,1,Mobile,Debit Card,80,True,2026-05-30
SUB106148,2025-03-04,Australia,Oceania,29,Male,Basic with Ads,6.99,1,Laptop,Credit Card,15,True,2026-05-30
SUB106149,2025-09-28,Spain,Europe,13,Female,Standard,15.49,2,Smart TV,Debit Card,8,True,2026-05-30
SUB106150,2025-05-29,Germany,Europe,33,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,12,False,2025-10-27
SUB106151,2019-12-20,Spain,Europe,28,Female,Standard,15.49,1,Mobile,Credit Card,78,True,2026-05-30
SUB106152,2023-08-11,India,South Asia,28,Male,Basic with Ads,6.99,1,Laptop,Credit Card,34,False,2024-07-04
SUB106153,2023-12-29,India,South Asia,48,Male,Premium,22.99,3,Smart TV,Debit Card,29,True,2026-05-30
SUB106154,2022-07-24,United Kingdom,Europe,37,Male,Standard,15.49,2,Tablet,Debit Card,46,True,2026-05-30
SUB106155,2020-12-16,United States,North America,14,Female,Basic with Ads,6.99,1,Mobile,Carrier Billing,66,True,2026-05-30
SUB106156,2024-01-02,United Kingdom,Europe,44,Male,Basic with Ads,6.99,1,Smart TV,PayPal,29,True,2026-05-30
SUB106157,2021-04-29,United States,North America,15,Male,Premium,22.99,1,Game Console,Credit Card,61,False,2021-08-10
SUB106158,2018-09-11,United States,North America,45,Male,Basic with Ads,6.99,1,Laptop,Credit Card,94,True,2026-05-30
SUB106159,2023-02-11,Australia,Oceania,29,Undisclosed,Standard,15.49,1,Smart TV,Mobile Wallet,40,True,2026-05-30
SUB106160,2025-06-20,Mexico,Latin America,37,Male,Premium,22.99,2,Tablet,Credit Card,11,True,2026-05-30
SUB106161,2017-07-26,Japan,East Asia,35,Female,Basic with Ads,6.99,1,Tablet,Mobile Wallet,107,False,2018-04-04
SUB106162,2025-03-21,India,South Asia,34,Male,Premium,22.99,2,Game Console,Credit Card,14,False,2025-06-12
SUB106163,2023-02-17,Japan,East Asia,38,Undisclosed,Standard,15.49,2,Mobile,Debit Card,40,True,2026-05-30
SUB106164,2023-03-23,Turkey,Middle East,37,Female,Basic with Ads,6.99,1,Mobile,PayPal,38,True,2026-05-30
SUB106165,2025-06-04,Mexico,Latin America,60,Male,Premium,22.99,3,Tablet,Credit Card,12,True,2026-05-30
SUB106166,2016-12-13,Brazil,Latin America,38,Male,Standard,15.49,1,Laptop,Credit Card,115,True,2026-05-30
SUB106167,2018-03-27,South Korea,East Asia,39,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,99,False,2022-04-05
SUB106168,2020-10-21,India,South Asia,26,Male,Standard,15.49,2,Laptop,Carrier Billing,68,False,2024-09-10
SUB106169,2024-10-12,Spain,Europe,40,Male,Premium,22.99,4,Streaming Stick,Credit Card,19,True,2026-05-30
SUB106170,2022-06-10,Sweden,Europe,22,Female,Standard,15.49,1,Mobile,Credit Card,48,True,2026-05-30
SUB106171,2025-07-09,United Kingdom,Europe,50,Female,Premium,22.99,4,Smart TV,Credit Card,10,True,2026-05-30
SUB106172,2023-12-13,United Kingdom,Europe,16,Female,Basic with Ads,6.99,1,Streaming Stick,Carrier Billing,30,True,2026-05-30
SUB106173,2024-10-31,United Kingdom,Europe,25,Male,Basic with Ads,6.99,1,Mobile,Credit Card,19,True,2026-05-30
SUB106174,2026-05-17,United Kingdom,Europe,14,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,1,False,2026-06-16
SUB106175,2022-04-07,Egypt,Middle East,41,Male,Premium,22.99,4,Game Console,Debit Card,50,True,2026-05-30
SUB106176,2024-08-22,Spain,Europe,30,Male,Basic with Ads,6.99,1,Laptop,PayPal,21,True,2026-05-30
SUB106177,2024-05-16,India,South Asia,44,Female,Premium,22.99,3,Mobile,Credit Card,24,True,2026-05-30
SUB106178,2025-03-08,India,South Asia,23,Female,Basic with Ads,6.99,1,Mobile,Credit Card,15,False,2025-07-04
SUB106179,2025-12-29,United Kingdom,Europe,42,Male,Standard,15.49,2,Game Console,Debit Card,5,True,2026-05-30
SUB106180,2022-12-27,United States,North America,43,Female,Premium,22.99,2,Smart TV,Mobile Wallet,41,True,2026-05-30
SUB106181,2024-02-12,South Korea,East Asia,38,Male,Basic with Ads,6.99,1,Mobile,Credit Card,28,True,2026-05-30
SUB106182,2026-01-26,Germany,Europe,36,Female,Basic with Ads,6.99,1,Mobile,Credit Card,4,False,2026-03-04
SUB106183,2024-04-28,Mexico,Latin America,37,Female,Basic with Ads,6.99,1,Streaming Stick,Credit Card,25,True,2026-05-30
SUB106184,2020-08-14,United States,North America,24,Female,Standard,15.49,1,Game Console,Mobile Wallet,70,True,2026-05-30
SUB106185,2024-12-14,Spain,Europe,22,Female,Standard,15.49,2,Laptop,Credit Card,17,True,2026-05-30
SUB106186,2021-07-29,Spain,Europe,43,Female,Basic with Ads,6.99,1,Mobile,Credit Card,58,True,2026-05-30
SUB106187,2023-03-22,India,South Asia,31,Female,Basic with Ads,6.99,1,Mobile,Credit Card,38,True,2026-05-30
SUB106188,2021-08-04,Brazil,Latin America,41,Male,Premium,22.99,1,Smart TV,Credit Card,58,True,2026-05-30
SUB106189,2026-03-17,Brazil,Latin America,56,Female,Standard,15.49,2,Game Console,Mobile Wallet,2,True,2026-05-30
SUB106190,2025-11-28,Canada,North America,30,Female,Premium,22.99,2,Streaming Stick,PayPal,6,False,2026-03-09
SUB106191,2018-11-09,United States,North America,28,Male,Basic with Ads,6.99,1,Laptop,Credit Card,92,True,2026-05-30
SUB106192,2025-05-30,United States,North America,31,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,12,True,2026-05-30
SUB106193,2024-10-20,South Korea,East Asia,36,Male,Standard,15.49,1,Mobile,Debit Card,19,True,2026-05-30
SUB106194,2019-07-14,United States,North America,43,Male,Basic with Ads,6.99,1,Tablet,Debit Card,83,True,2026-05-30
SUB106195,2020-01-22,United Kingdom,Europe,35,Female,Standard,15.49,2,Tablet,Credit Card,77,True,2026-05-30
SUB106196,2022-01-12,Germany,Europe,63,Male,Standard,15.49,2,Smart TV,Credit Card,53,True,2026-05-30
SUB106197,2024-08-09,United States,North America,41,Undisclosed,Standard,15.49,1,Laptop,Gift Card,22,False,2024-10-19
SUB106198,2024-07-20,South Korea,East Asia,46,Female,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,22,False,2026-04-06
SUB106199,2018-07-12,Sweden,Europe,35,Female,Premium,22.99,2,Laptop,Credit Card,96,True,2026-05-30
SUB106200,2023-01-26,South Korea,East Asia,49,Female,Premium,22.99,1,Mobile,Credit Card,40,False,2023-06-27
SUB106201,2021-10-19,South Korea,East Asia,33,Male,Standard,15.49,1,Mobile,Debit Card,56,True,2026-05-30
SUB106202,2018-03-13,Japan,East Asia,27,Female,Standard,15.49,2,Tablet,Mobile Wallet,100,True,2026-05-30
SUB106203,2025-01-18,United States,North America,47,Male,Standard,15.49,2,Smart TV,Credit Card,16,True,2026-05-30
SUB106204,2018-03-08,United States,North America,35,Male,Basic with Ads,6.99,1,Game Console,Debit Card,100,True,2026-05-30
SUB106205,2025-06-03,Mexico,Latin America,39,Male,Standard,15.49,1,Smart TV,Credit Card,12,True,2026-05-30
SUB106206,2024-10-18,United Kingdom,Europe,48,Female,Basic with Ads,6.99,1,Game Console,Gift Card,19,True,2026-05-30
SUB106207,2024-04-03,India,South Asia,37,Female,Premium,22.99,1,Streaming Stick,Debit Card,26,True,2026-05-30
SUB106208,2022-11-06,United States,North America,34,Female,Standard,15.49,1,Smart TV,Debit Card,43,False,2023-02-12
SUB106209,2026-01-14,Canada,North America,29,Male,Standard,15.49,1,Streaming Stick,Debit Card,4,True,2026-05-30
SUB106210,2022-04-05,United States,North America,49,Male,Premium,22.99,4,Smart TV,PayPal,50,True,2026-05-30
SUB106211,2020-01-10,France,Europe,31,Male,Premium,22.99,4,Mobile,Credit Card,77,False,2024-12-08
SUB106212,2020-11-11,United Kingdom,Europe,35,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,67,False,2024-04-27
SUB106213,2016-12-13,Brazil,Latin America,39,Male,Standard,15.49,2,Smart TV,PayPal,115,False,2026-05-31
SUB106214,2025-09-12,United States,North America,39,Male,Premium,22.99,4,Smart TV,Debit Card,8,True,2026-05-30
SUB106215,2023-04-24,United States,North America,49,Male,Standard,15.49,2,Smart TV,Carrier Billing,37,False,2024-08-22
SUB106216,2026-04-11,Japan,East Asia,35,Female,Basic with Ads,6.99,1,Tablet,Debit Card,1,False,2026-05-26
SUB106217,2024-02-28,Spain,Europe,53,Male,Premium,22.99,4,Streaming Stick,Mobile Wallet,27,True,2026-05-30
SUB106218,2025-02-14,United States,North America,32,Male,Premium,22.99,3,Smart TV,Credit Card,15,False,2025-04-14
SUB106219,2024-01-13,United Kingdom,Europe,40,Male,Basic with Ads,6.99,1,Laptop,Credit Card,29,True,2026-05-30
SUB106220,2025-08-08,United Kingdom,Europe,33,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,9,True,2026-05-30
SUB106221,2020-11-01,United States,North America,63,Male,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,67,False,2025-09-02
SUB106222,2019-08-19,Japan,East Asia,31,Female,Premium,22.99,1,Laptop,Debit Card,82,False,2024-11-09
SUB106223,2018-08-05,United States,North America,32,Male,Premium,22.99,3,Laptop,Carrier Billing,95,False,2021-05-02
