title_name,Watch_Hours,Plays,Completion
Sydney Garden III,90.075,67,68.35820895522389
Eternal Naples III,90.04,51,67.90392156862745
Toronto Shadows III,90.02666666666667,57,79.64035087719299
Distant Pact,89.98166666666667,61,69.14426229508197
Sydney Reckoning III,89.97166666666666,74,75.98918918918919
Cairo Paradox III,89.96166666666667,73,63.19178082191781
Crimson Detroit VI,89.94333333333333,78,60.68717948717949
Crimson Lighthouse,89.925,82,62.06707317073171
Shattered Cairo II,89.895,61,69.08196721311475
Lagos Garden,89.84166666666667,58,70.40689655172413
Hamburg Echoes,89.82666666666667,51,71.40196078431373
Broken Sydney III,89.805,85,73.7129411764706
Endless Bangkok III,89.78166666666667,66,79.23636363636365
The Confession of Toronto III,89.75,53,65.13773584905661
Bitter Mumbai II,89.74,81,65.82098765432099
The Inheritance of Detroit,89.72333333333333,62,70.59516129032258
The Echoes of Lisbon III,89.69666666666666,67,61.31194029850746
Forgotten Detroit,89.62333333333333,78,53.85641025641026
Oslo Pact III,89.60833333333333,49,71.2530612244898
Shattered Odyssey,89.54833333333333,81,58.699999999999996
Electric Algorithm IV,89.54833333333333,69,65.98840579710145
Crooked Cairo,89.52666666666667,58,72.92586206896551
Mumbai Algorithm,89.5,72,78.51388888888889
The Crown of Marseille,89.43666666666667,62,69.8016129032258
Seoul Crown III,89.40833333333333,67,69.61492537313433
Eternal Tide II,89.36333333333333,73,62.773972602739725
Hidden Naples,89.30666666666667,65,68.68923076923078
Rising Bogota II,89.28666666666666,52,73.58653846153847
Bitter Kingdom,89.25666666666666,50,82.39399999999999
The Circuit of Lagos VI,89.25,68,67.30441176470588
Crooked River,89.24666666666667,72,65.81805555555555
Hidden Expedition,89.22,66,74.41060606060607
Phantom Istanbul,89.21833333333333,73,55.136986301369866
Shattered Tokyo III,89.15,50,85.588
Endless Ledger,89.135,74,82.12297297297297
The Confession of Hamburg IV,89.07,108,44.986111111111114
Phantom Istanbul II,89.06166666666667,60,70.68333333333334
Crooked Kingdom,89.05166666666666,82,57.66585365853659
Midnight Jakarta IV,88.99166666666666,51,74.25098039215686
The Reckoning of Tokyo III,88.95833333333333,69,74.3768115942029
Hollow Lisbon II,88.905,67,80.42238805970149
The Empire of Lisbon,88.85666666666667,58,84.33448275862068
The Expedition of Cairo,88.84666666666666,79,61.34303797468355
Bitter Istanbul V,88.80666666666667,78,62.680769230769236
Phantom Lighthouse,88.76333333333334,95,70.06947368421054
Oslo Storm III,88.76,79,61.84177215189873
Silent Mirror,88.725,54,75.25
Whispering Detroit,88.715,77,67.78441558441558
Phantom Throne,88.66,85,64.51058823529411
The Heist of Hamburg III,88.59166666666667,97,66.83092783505155
The Kingdom of Sydney,88.59,82,54.02073170731707
The Echoes of Jakarta II,88.59,52,72.48076923076923
Last Confession,88.59,52,79.24038461538461
Glass Cairo III,88.57666666666667,88,58.63068181818182
Naples Protocol,88.55666666666667,66,63.88939393939393
Toronto Departure VI,88.50333333333333,66,60.48939393939394
Wild Detroit IV,88.50166666666667,74,71.04729729729729
The Harvest of Istanbul,88.49166666666666,51,83.28235294117647
Hidden Detroit,88.475,62,69.05000000000001
The Protocol of Istanbul II,88.45166666666667,63,75.89523809523808
Naples Syndicate VI,88.44,72,68.88055555555555
Quiet Hamburg II,88.35333333333334,52,69.34423076923078
Crimson Anatomy,88.30833333333334,64,74.5921875
Tokyo Throne,88.28166666666667,79,68.41265822784811
Detroit Shadows,88.27333333333333,96,49.259375
Golden Tokyo II,88.24333333333334,73,62.530136986301365
Whispering Inheritance IV,88.235,82,61.49268292682926
Glass Marseille,88.23166666666667,77,67.41298701298702
Reckless Tokyo,88.12166666666667,47,70.30425531914894
Bogota Lighthouse IV,88.1,74,64.9391891891892
The Tide of Lisbon,88.065,38,42.91315789473684
The Mirror of Lisbon,88.055,77,64.12337662337663
Reckless Promise,88.02166666666666,63,67.06507936507937
The Protocol of Detroit,87.985,57,67.6
Restless Marseille II,87.96333333333334,60,81.45166666666667
The Anatomy of Bogota III,87.95666666666666,43,65.98837209302326
Falling Sydney III,87.90833333333333,59,70.39491525423729
Last Syndicate,87.9,67,72.8865671641791
Forgotten Anatomy II,87.82666666666667,77,68.43636363636364
Sacred Horizon,87.80833333333334,68,73.78088235294118
Savage Berlin II,87.8,41,82.89756097560976
The Circuit of Jakarta II,87.79166666666667,66,72.54848484848485
Neon Marseille,87.75166666666667,52,70.79807692307692
Frozen Detroit II,87.73,54,69.12962962962963
Marseille Circuit,87.70666666666666,58,64.80689655172414
The Legacy of Jakarta,87.70666666666666,83,60.968674698795176
Rising Tokyo,87.66833333333334,60,61.305
Bitter Legacy,87.64,73,60.534246575342465
Restless Empire,87.62333333333333,66,69.26363636363635
Hidden Marseille,87.59833333333333,66,61.25454545454546
Falling River III,87.585,62,61.4241935483871
The Throne of Tokyo,87.5,74,73.14054054054054
The Storm of Detroit III,87.48333333333333,70,61.97142857142857
Silent Marseille IV,87.48166666666667,92,64.84565217391305
Velvet Istanbul IV,87.47,76,57.06578947368421
Iron Jakarta IV,87.46166666666667,56,73.21249999999999
Electric Protocol II,87.37833333333333,71,64.76901408450705
The Mirror of Oslo V,87.35,33,69.65454545454546
The Odyssey of Detroit II,87.31166666666667,73,53.95616438356165
Whispering Seoul V,87.305,77,80.98181818181818
Sacred Mumbai III,87.26666666666667,58,74.6103448275862
Hamburg Syndicate,87.25833333333333,56,69.77857142857142
Scarlet River III,87.25,77,57.131168831168836
Istanbul Ledger,87.24,57,67.03684210526316
The River of Marseille II,87.22833333333334,73,68.28356164383561
Endless Detroit II,87.17666666666666,56,71.85
Berlin Garden,87.17333333333333,80,61.105
The Anatomy of Mumbai III,87.16833333333334,62,80.34032258064516
The River of Seoul V,87.16166666666666,69,73.58985507246376
Hollow Sanctuary,87.11833333333334,62,72.05483870967741
Reckless Toronto II,87.1,82,56.90487804878049
The Anatomy of Bangkok,87.09666666666666,67,64.99402985074627
Whispering Storm II,87.08,71,72.85774647887324
Bogota Expedition,87.07333333333334,65,68.7046153846154
The Throne of Bogota II,87.07,52,63.18269230769231
Paper Seoul II,87.02,53,61.94905660377359
Neon Paradox III,86.93333333333334,89,54.26516853932585
Brilliant Requiem II,86.905,66,61.72575757575758
Marseille Paradox,86.79,67,68.77761194029851
Phantom Kingdom V,86.78333333333333,56,81.55714285714285
Lost Berlin IV,86.77333333333333,76,72.11052631578947
Glass Horizon,86.755,65,76.25538461538463
Wild Storm,86.75166666666667,63,67.72063492063492
The Empire of Lagos IV,86.72666666666666,76,55.211842105263166
Istanbul Ledger II,86.71166666666667,55,79.49272727272728
The Expedition of Sydney III,86.71,62,76.28870967741935
Phantom Marseille,86.66,58,48.19655172413793
Jakarta Algorithm IV,86.60166666666667,71,81.3225352112676
Hamburg Reckoning,86.56833333333333,56,64.86428571428571
The Expedition of Berlin,86.56166666666667,84,65.77261904761905
Savage Hamburg,86.50666666666666,65,84.05692307692307
The Lighthouse of Lagos,86.475,62,79.70322580645161
Naples Lighthouse III,86.465,69,76.71304347826087
Glass Jakarta IV,86.44,61,73.29344262295082
Savage Detroit V,86.40333333333334,60,64.97
Electric Tide IV,86.40166666666667,39,63.90769230769231
Restless Confession III,86.37333333333333,81,69.55061728395061
Wild Anatomy II,86.33,50,59.548
The Expedition of Lisbon II,86.31,59,64.06101694915255
Brilliant Paradox,86.3,79,63.0253164556962
Lagos Pact II,86.27666666666667,59,72.51186440677965
Detroit Heist V,86.245,58,68.63103448275862
The Garden of Mumbai,86.195,74,58.23918918918919
Toronto Circuit III,86.17166666666667,76,72.3671052631579
Madrid Tide II,86.16333333333333,65,67.40307692307692
Quiet Ledger II,86.14166666666667,60,79.75833333333334
Quiet Bogota,86.14166666666667,53,57.70377358490566
The Circuit of Tokyo,86.12166666666667,55,71.71818181818182
Bitter Crown III,86.105,77,59.910389610389615
Phantom Inheritance II,86.09833333333333,66,59.74545454545454
Falling Seoul,86.08666666666667,67,65.89402985074626
The Empire of Tokyo II,86.06333333333333,74,65.83243243243244
The Frequency of Istanbul II,86.00166666666667,74,67.70270270270271
Crooked Heist,85.93166666666667,90,61.60333333333334
Shattered Madrid II,85.91833333333334,60,71.00833333333334
The Inheritance of Sydney III,85.87833333333333,67,71.20746268656715
Lagos Circuit,85.84333333333333,54,68.12777777777778
Berlin River,85.83833333333334,58,68.3103448275862
The Promise of Berlin,85.83333333333333,61,60.7344262295082
Restless Protocol,85.7,72,68.66388888888889
Istanbul Verdict III,85.635,86,60.96976744186046
The Tide of Detroit II,85.62833333333333,48,79.3
The Anatomy of Detroit,85.62,66,72.74090909090908
Phantom Tokyo V,85.6,53,77.52075471698114
Bitter Ledger,85.58333333333333,76,62.55657894736842
Broken Empire,85.56333333333333,106,48.43207547169811
Sacred Legacy,85.55,46,73.40869565217392
Iron Detroit,85.47,51,76.18823529411765
Crooked Lagos V,85.46666666666667,69,73.58260869565217
The Inheritance of Bangkok III,85.46166666666667,73,57.57397260273972
Electric River II,85.44166666666666,93,54.578494623655914
Midnight Protocol,85.39833333333334,52,60.08076923076923
Falling Promise,85.37666666666667,64,68.99375
Wild Cipher,85.37166666666667,53,67.11698113207547
Velvet Sydney II,85.34666666666666,46,78.39565217391304
Lost Hamburg III,85.33666666666667,59,74.17118644067797
Hamburg Cipher V,85.30833333333334,55,73.86
Hollow Sanctuary V,85.21333333333334,51,64.26274509803922
Eternal Lagos VI,85.18166666666667,60,64.53
Savage Lagos,85.17833333333333,60,63.55833333333333
The Ledger of Bangkok III,85.16666666666666,44,82.95454545454545
The Algorithm of Marseille IV,85.14,78,67.52307692307693
Oslo Lighthouse,85.13833333333334,64,56.6125
Gilded Toronto III,85.13166666666666,53,74.14150943396227
The Kingdom of Marseille III,85.07666666666667,95,64.73684210526316
Velvet Seoul,85.06,110,61.04909090909091
Neon Naples II,85.06,68,72.86176470588236
The Syndicate of Seoul II,84.95166666666667,65,63.23692307692307
Iron Toronto,84.94833333333334,61,73.29344262295082
Lisbon Heist IV,84.93166666666667,77,65.52077922077923
Reckless Shadows,84.91166666666666,103,68.70291262135922
Frozen Lighthouse II,84.91,71,73.98169014084507
Velvet Oslo IV,84.905,54,66.91111111111111
Scarlet Seoul,84.86666666666666,78,66.62179487179488
Bangkok Sanctuary III,84.83666666666667,66,74.15454545454546
Falling Circuit,84.82333333333334,65,68.67999999999999
The Algorithm of Tokyo II,84.76,80,57.7925
Lost Hamburg IV,84.73666666666666,53,85.64528301886791
The Confession of Marseille II,84.735,75,64.56400000000001
The Lighthouse of Mumbai II,84.735,62,79.61612903225806
Midnight Syndicate IV,84.64,49,84.95306122448979
Scarlet Affair,84.63666666666667,86,76.68720930232558
Savage Berlin III,84.63166666666666,44,77.4590909090909
Falling Bangkok,84.63166666666666,79,57.392405063291136
Oslo Reckoning,84.62833333333333,70,60.95571428571428
Jakarta Reckoning,84.595,69,68.11739130434783
Detroit Ledger III,84.58,66,57.38484848484848
Scarlet Lisbon,84.525,68,57.81470588235294
Endless Circuit V,84.525,51,67.19019607843137
Lost Kingdom II,84.49333333333333,51,79.52156862745097
Toronto Tide III,84.49166666666666,63,68.78253968253969
The Legacy of Lisbon,84.46,64,72.6421875
Falling Legacy,84.43,65,66.6076923076923
Paper Paradox,84.38666666666667,50,83.686
Iron River,84.36333333333333,82,65.67439024390244
Rising Cipher II,84.35166666666666,84,71.73095238095237
Jakarta Affair III,84.33,64,66.4328125
Tender Jakarta III,84.33,79,64.0481012658228
Forgotten Inheritance II,84.32666666666667,56,64.53571428571429
Cairo Heist II,84.31333333333333,92,82.06847826086957
Lagos Kingdom III,84.27,64,63.2015625
Hamburg Storm III,84.25666666666666,64,66.3765625
Neon Bogota II,84.20666666666666,73,87.60958904109589
Tender Tide III,84.17,66,61.21666666666667
Distant Bogota,84.17,71,65.86901408450704
Hollow Berlin V,84.075,68,59.351470588235294
The Promise of Mumbai,84.05499999999999,61,64.59508196721312
Golden Confession II,84.00833333333334,48,78.95416666666667
The Crown of Bogota,83.965,110,44.03454545454546
The Heist of Berlin II,83.92833333333333,82,72.24512195121952
Distant Verdict,83.85833333333333,69,72.19565217391305
Phantom Kingdom II,83.84166666666667,54,62.52222222222222
Toronto Confession,83.83166666666666,73,71.02054794520548
Lisbon Cipher III,83.82,61,80.82786885245902
Mumbai Reckoning II,83.79833333333333,65,72.29384615384616
The Pact of Mumbai III,83.79333333333334,58,71.64999999999999
Silent Mirror III,83.78166666666667,133,56.40676691729323
The Sanctuary of Seoul V,83.76833333333333,52,79.22884615384615
Crooked Tokyo III,83.76666666666667,81,54.91728395061729
Crooked Mirror III,83.75166666666667,74,62.304054054054056
The Shadows of Cairo,83.71666666666667,58,67.65862068965517
Scarlet Mumbai IV,83.70833333333333,54,65.03703703703704
The River of Mumbai,83.70833333333333,66,57.21969696969697
The Sanctuary of Marseille,83.665,64,64.2953125
Bangkok Frequency,83.66333333333333,72,52.03611111111111
Reckless Empire,83.65833333333333,43,44.89767441860465
The Verdict of Lisbon III,83.64666666666666,55,75.4109090909091
Midnight Naples II,83.64166666666667,51,69.30588235294117
Bogota Horizon III,83.62166666666667,55,54.3
Broken Berlin II,83.61166666666666,52,69.91923076923078
The Legacy of Sydney II,83.61166666666666,68,67.06470588235294
Savage Throne,83.51,94,75.07234042553192
The Frequency of Lagos,83.50333333333333,55,77.85454545454546
Lisbon Protocol II,83.48666666666666,77,58.077922077922075
Restless Garden,83.47833333333334,63,69.73650793650793
Quiet Istanbul III,83.47833333333334,58,61.248275862068965
The Anatomy of Bangkok II,83.47833333333334,55,73.43818181818182
Detroit Requiem,83.46,105,62.75238095238095
Golden Shadows II,83.45,58,67.97758620689655
Distant Hamburg III,83.42,70,65.00571428571428
The Pact of Seoul III,83.41666666666667,66,75.09242424242424
Marseille Kingdom II,83.405,51,85.32352941176471
The Garden of Oslo III,83.39666666666666,69,61.97826086956522
Bangkok Garden III,83.37833333333333,53,66.94339622641509
Last Departure,83.34833333333333,51,65.81176470588235
Toronto Inheritance VI,83.34,54,61.329629629629636
The Pact of Toronto,83.30833333333334,47,75.42765957446808
Marseille Shadows III,83.3,67,62.6820895522388
Shattered Kingdom II,83.29666666666667,50,68.0
The Mirror of Mumbai II,83.24833333333333,89,60.344943820224714
Burning Verdict II,83.2,100,74.509
Savage Sanctuary II,83.155,71,63.31126760563381
The Confession of Detroit III,83.12833333333333,43,59.47906976744186
Berlin Heist II,83.1,72,64.11944444444445
Phantom Circuit,83.08,56,69.54642857142856
Electric Lisbon III,83.07833333333333,54,64.10000000000001
Last Toronto III,83.07000000000001,80,78.86125
Berlin Horizon II,83.065,61,77.07377049180327
Frozen Jakarta II,83.04166666666667,56,62.651785714285715
Hamburg Algorithm V,83.01166666666667,46,72.67173913043479
Glass Cairo IV,82.99333333333334,128,55.5765625
Wild Harvest,82.97833333333334,60,70.325
Bitter Pact II,82.95666666666666,118,60.255084745762716
Oslo Circuit III,82.94666666666667,95,72.75473684210526
Crooked Storm,82.93166666666667,47,72.51914893617021
The Empire of Bogota II,82.88333333333333,66,64.39848484848486
Velvet Bogota IV,82.875,52,60.52884615384615
Electric Requiem III,82.80833333333334,60,70.78333333333333
Cairo Shadows IV,82.80833333333334,57,67.5701754385965
Tender Syndicate III,82.80666666666667,56,70.97678571428571
Sydney Departure II,82.79666666666667,55,74.6490909090909
Scarlet Tokyo II,82.76833333333333,63,79.61904761904762
Madrid Departure,82.725,76,59.36447368421052
Paper Anatomy,82.72166666666666,42,52.519047619047626
Silent Tokyo,82.71833333333333,86,54.96511627906977
Detroit Circuit III,82.70666666666666,53,69.86792452830188
Wild Istanbul II,82.68833333333333,48,82.03958333333334
Bitter Oslo II,82.685,53,68.82075471698113
Seoul Confession II,82.64833333333333,51,63.970588235294116
Tokyo Promise,82.63666666666667,57,86.98596491228069
Glass Istanbul,82.62666666666667,63,71.53174603174604
Paper Istanbul,82.615,42,54.38571428571428
Silent Pact II,82.59166666666667,83,51.02048192771084
Paper Bangkok,82.56833333333333,50,77.416
Frozen Heist,82.55166666666666,41,59.50487804878048
Istanbul Heist,82.53,65,60.95076923076923
Burning Marseille II,82.51666666666667,52,59.50576923076923
Istanbul Requiem V,82.51,72,57.775000000000006
Frozen Toronto,82.49666666666667,73,55.57808219178082
Bitter Lisbon III,82.47,57,72.34561403508772
Burning Kingdom,82.45833333333333,55,82.52909090909091
The Paradox of Detroit,82.44833333333334,70,64.24428571428572
Distant Requiem III,82.415,51,75.17058823529412
Tokyo Protocol II,82.41166666666666,68,65.50735294117646
The Sanctuary of Cairo II,82.40666666666667,55,79.55818181818181
Glass Berlin III,82.4,60,73.58166666666666
Sydney Protocol II,82.39833333333334,46,73.6086956521739
Last Istanbul II,82.36666666666666,51,73.4078431372549
The Horizon of Lisbon IV,82.365,62,66.98548387096774
Sydney Sanctuary II,82.295,50,75.388
Madrid River III,82.28333333333333,63,64.23492063492064
Scarlet Cairo V,82.28,96,82.940625
Bogota Expedition II,82.27166666666666,76,69.83815789473684
Silent Shadows,82.23333333333333,76,66.24342105263158
Savage Anatomy,82.21666666666667,94,56.42553191489362
Mumbai Odyssey IV,82.215,65,57.495384615384616
Quiet Sydney II,82.215,60,60.901666666666664
Tokyo Confession,82.20333333333333,48,72.88125000000001
Scarlet Legacy,82.19166666666666,91,58.89450549450549
Silent Lisbon II,82.16,63,73.13650793650794
Naples Tide,82.14833333333334,48,64.17916666666666
Whispering Paradox,82.14833333333334,68,62.48676470588236
The Confession of Hamburg III,82.13833333333334,61,73.45573770491804
The Throne of Jakarta III,82.11166666666666,50,74.652
Istanbul Inheritance II,82.11,54,68.59444444444445
The Reckoning of Jakarta,82.07833333333333,58,68.47241379310346
The Sanctuary of Lisbon II,82.06833333333333,67,70.67164179104478
Tokyo Garden V,82.045,51,67.49803921568628
Lagos Garden VI,82.02333333333334,42,81.36666666666667
The Paradox of Seoul II,82.02166666666666,66,57.36515151515152
Forgotten Bangkok III,82.02,73,70.96164383561644
Broken Sydney V,81.975,83,69.70602409638555
Crooked Jakarta IV,81.945,54,63.23703703703704
Crooked Protocol III,81.93666666666667,61,75.32131147540984
Lost Naples IV,81.92166666666667,69,66.57246376811594
Sacred Oslo,81.88,83,58.0289156626506
Neon Hamburg II,81.87,80,62.661249999999995
The Protocol of Mumbai IV,81.82833333333333,53,80.55094339622642
Reckless Bogota II,81.82666666666667,62,76.14838709677419
The Sanctuary of Naples II,81.82,48,76.33125
Bogota Kingdom,81.815,57,68.34736842105264
Frozen Hamburg II,81.78,74,72.86351351351351
Velvet Frequency,81.74666666666667,60,69.28500000000001
Hollow Mumbai III,81.72,49,69.49183673469388
The Verdict of Toronto III,81.62833333333333,62,65.28709677419356
Crooked Legacy,81.62333333333333,75,67.31466666666667
Bangkok Pact II,81.62166666666667,66,55.36666666666667
Hollow Lisbon IV,81.56,61,77.13934426229508
Shattered Confession II,81.44833333333334,54,83.03148148148148
The Promise of Bangkok,81.435,46,69.88478260869564
Savage Storm II,81.42166666666667,60,72.7
The Legacy of Detroit,81.41166666666666,58,69.59310344827587
Wild Tide,81.4,46,71.25869565217391
Berlin Syndicate,81.36166666666666,79,67.16835443037975
The Kingdom of Lagos II,81.34166666666667,53,65.30754716981133
Naples Affair IV,81.30499999999999,61,62.48032786885246
Shattered Oslo III,81.30166666666666,65,61.00615384615385
The Horizon of Berlin,81.29666666666667,75,62.535999999999994
Toronto Requiem IV,81.265,45,77.95555555555555
Mumbai Odyssey,81.23666666666666,109,62.977064220183486
Sacred Mirror,81.20833333333333,78,58.93205128205128
The Paradox of Sydney,81.16833333333334,74,70.00945945945946
Tender Verdict,81.12,99,76.80707070707071
The Throne of Bangkok III,81.1,82,56.51341463414634
Cairo Heist III,81.08833333333334,59,69.2949152542373
Glass Lagos III,81.08666666666667,62,66.50483870967743
Frozen Bogota VI,81.07666666666667,63,61.28095238095238
Wild Sanctuary,81.05,59,63.90169491525423
The Frequency of Istanbul IV,81.035,58,72.25689655172413
Marseille Mirror IV,81.01666666666667,66,68.8348484848485
Iron Istanbul VII,80.92833333333333,94,50.84893617021277
Phantom Harvest III,80.91666666666667,48,74.36666666666666
Reckless Detroit,80.85,46,77.5391304347826
Sacred Sanctuary,80.85,64,68.896875
Iron Sydney IV,80.82833333333333,66,72.03787878787878
The Affair of Bangkok VI,80.82666666666667,65,66.61076923076922
The Shadows of Mumbai II,80.82333333333334,78,63.43846153846154
Whispering Seoul VI,80.8,55,66.28545454545454
The Verdict of Lisbon,80.74166666666666,61,60.17704918032787
Seoul Empire V,80.675,56,61.30714285714286
Reckless Naples,80.60166666666667,55,77.12181818181818
Electric Horizon II,80.59833333333333,62,66.66451612903225
Tender Lisbon II,80.59333333333333,75,65.128
Madrid Reckoning IV,80.59166666666667,74,52.6972972972973
Seoul Cipher,80.58833333333334,78,61.37692307692307
Velvet Promise,80.56666666666666,62,78.75322580645161
The Reckoning of Bogota II,80.51833333333333,68,74.78235294117647
Last Cipher,80.515,67,63.81194029850746
Neon Tokyo IV,80.50666666666666,57,66.7298245614035
Bitter Istanbul,80.50666666666666,82,69.29512195121951
Tender Bangkok,80.50333333333333,62,80.31774193548387
Restless Berlin III,80.50166666666667,60,64.92166666666667
The Syndicate of Seoul IV,80.48666666666666,61,73.98852459016393
Istanbul Verdict,80.48166666666667,62,60.377419354838715
Rising Departure II,80.48,75,56.97866666666666
Brilliant Bogota II,80.475,76,66.87105263157895
The Affair of Lagos,80.45833333333333,52,65.38076923076923
The Lighthouse of Istanbul,80.44666666666667,50,79.77600000000001
Reckless Toronto IV,80.43333333333334,62,60.343548387096774
Cairo Pact II,80.42666666666666,51,70.60588235294118
Lisbon Verdict II,80.395,43,66.77674418604651
Falling Hamburg,80.375,49,74.0
Bangkok Departure III,80.37333333333333,58,72.93275862068967
The Legacy of Istanbul V,80.34333333333333,80,56.8575
The Expedition of Tokyo V,80.32833333333333,59,68.64745762711865
Golden Berlin II,80.31333333333333,53,64.48113207547169
The Circuit of Sydney II,80.29166666666667,56,57.362500000000004
Restless Echoes II,80.26166666666667,54,74.31111111111112
The Promise of Hamburg,80.23833333333333,50,72.94
Jakarta Departure,80.16166666666666,65,71.15076923076923
Mumbai Circuit,80.08166666666666,53,71.38301886792453
Neon Shadows IV,80.07833333333333,61,65.6344262295082
The Sanctuary of Istanbul II,80.065,63,64.61904761904762
Cairo Cipher,80.03833333333333,55,73.37636363636364
Distant Echoes,80.01833333333333,63,64.58253968253968
Silent Lisbon VII,80.00833333333333,81,49.81111111111111
Paper Tokyo III,80.00666666666666,74,61.78108108108108
Whispering Heist,79.985,63,77.73492063492064
Burning Mumbai,79.97666666666666,73,77.33424657534246
Toronto Inheritance III,79.96333333333334,60,70.14666666666668
Eternal Mirror V,79.95166666666667,55,79.29636363636364
Wild Sanctuary II,79.94166666666666,57,65.74561403508773
Tender Echoes V,79.93333333333334,59,62.52881355932203
Silent Crown II,79.90333333333334,63,55.54920634920635
Lost Cipher,79.87,61,66.01311475409837
Hamburg Cipher,79.835,77,79.75194805194805
The Shadows of Lagos II,79.76833333333333,41,52.58536585365854
The Syndicate of Tokyo IV,79.72333333333333,48,75.5
Detroit Garden V,79.70333333333333,54,69.73703703703704
Oslo Circuit VI,79.69166666666666,58,65.94655172413793
Lost Ledger II,79.685,53,86.73396226415093
Seoul Tide III,79.66333333333333,56,68.28035714285714
Frozen Storm II,79.65333333333334,49,65.46530612244898
Brilliant Tokyo III,79.65333333333334,49,75.60408163265306
The Legacy of Mumbai II,79.63833333333334,44,76.48409090909091
Frozen Bangkok,79.61833333333334,60,80.42166666666667
The Echoes of Lagos,79.61333333333333,86,66.12558139534885
The Ledger of Cairo,79.56666666666666,75,58.39333333333333
Mumbai Departure III,79.56333333333333,45,64.68888888888888
The Lighthouse of Lisbon II,79.55333333333334,62,70.63225806451612
Falling Madrid II,79.55,76,69.78026315789474
The Verdict of Seoul,79.55,54,64.9962962962963
The Heist of Toronto,79.48,66,53.92424242424242
Hollow Sanctuary II,79.47,57,66.9298245614035
Hollow Tide III,79.45666666666666,45,71.58666666666667
Lisbon Anatomy III,79.45166666666667,74,57.0027027027027
The Departure of Lisbon,79.42,40,77.8625
Golden Jakarta,79.40166666666667,53,80.25660377358491
Rising Crown,79.395,59,78.39152542372882
Jakarta Inheritance IV,79.39166666666667,52,51.75192307692308
Hidden Algorithm,79.38,66,62.20454545454545
Iron Sydney,79.375,56,63.458928571428565
Jakarta Heist,79.37333333333333,77,61.84935064935065
Hamburg Frequency III,79.35666666666667,83,60.3855421686747
The Syndicate of Tokyo V,79.25833333333334,83,57.295180722891565
The Promise of Istanbul IV,79.23833333333333,60,66.03833333333334
The Verdict of Bangkok IV,79.23166666666667,117,44.167521367521374
Distant Naples,79.22333333333333,59,67.7135593220339
Electric Sydney III,79.16499999999999,116,62.98879310344827
The Circuit of Hamburg,79.15333333333334,75,69.58133333333333
Seoul Harvest VII,79.15,51,83.14509803921568
Bitter Requiem,79.14333333333333,71,66.88169014084508
Golden Cipher II,79.14166666666667,48,72.73333333333333
Hollow Departure II,79.13666666666667,51,68.97254901960784
The Mirror of Istanbul III,79.13333333333333,65,71.62153846153845
Gilded Berlin,79.13166666666667,61,73.43278688524589
Berlin Frequency IV,79.11,55,42.10545454545455
Neon Lighthouse II,79.07166666666667,54,74.45925925925927
Restless Lighthouse II,79.065,54,59.77222222222222
Falling Echoes IV,79.04166666666667,55,70.68909090909091
Hamburg Circuit IV,79.03833333333333,60,69.32833333333333
The Legacy of Berlin V,79.02166666666666,112,57.99196428571429
Velvet Echoes II,79.01666666666667,59,56.19491525423729
Shattered Marseille V,78.99333333333334,54,73.74814814814815
The Sanctuary of Bogota II,78.91333333333334,55,69.41636363636364
Marseille Reckoning II,78.90333333333334,48,69.45833333333333
Last Berlin,78.86333333333333,49,74.8530612244898
The Tide of Lisbon IV,78.82333333333334,61,58.28688524590164
Sacred Detroit,78.805,54,82.60555555555555
Naples Echoes III,78.77666666666667,58,74.08448275862068
Bitter Syndicate II,78.76333333333334,45,70.48222222222222
Eternal Circuit,78.71666666666667,64,67.7078125
Midnight Istanbul,78.71666666666667,49,84.54489795918367
Glass Promise II,78.70666666666666,49,65.12448979591836
Lagos Harvest,78.685,68,58.34264705882353
The Affair of Istanbul,78.68166666666667,58,79.0206896551724
Sydney Algorithm,78.675,58,67.26724137931035
Quiet Oslo IV,78.65666666666667,55,70.91272727272727
Scarlet Expedition,78.64333333333333,75,63.548
The Departure of Lagos,78.58833333333334,45,74.32000000000001
Crimson Marseille III,78.57833333333333,68,61.36029411764706
The Echoes of Seoul II,78.565,85,66.80705882352942
Bogota Shadows IV,78.56166666666667,49,68.71836734693878
Bitter Seoul,78.54833333333333,55,68.00727272727273
Gilded Requiem III,78.535,64,57.521875
The Affair of Berlin,78.53166666666667,80,68.485
Hidden Anatomy,78.51666666666667,47,67.72765957446808
Marseille Horizon,78.50166666666667,52,59.198076923076925
Midnight Toronto,78.49833333333333,72,61.13194444444444
Lagos Confession VII,78.44666666666667,97,62.20927835051547
Shattered Sydney III,78.41666666666667,63,65.51746031746032
Neon Bogota IV,78.39166666666667,73,67.81643835616438
Hidden Affair,78.39166666666667,47,70.47659574468085
Frozen Odyssey,78.37666666666667,55,62.869090909090914
Seoul Shadows IV,78.36333333333333,61,60.21475409836066
Brilliant Hamburg III,78.355,67,70.8686567164179
Crooked Berlin III,78.34166666666667,45,76.8
Berlin Legacy II,78.28833333333333,53,79.13207547169812
Crimson Kingdom,78.20666666666666,72,74.90972222222223
Hollow Berlin IV,78.18833333333333,57,70.33333333333333
Broken Naples III,78.165,66,71.77878787878787
Lost Marseille II,78.14166666666667,49,68.83469387755102
Marseille Syndicate IV,78.09166666666667,89,59.157303370786515
Burning Verdict IV,78.045,55,69.22363636363637
